,Title,Content,time,Location,IDIndex,platform
16,"巴以临时停火, 以军空袭叙利亚, 伊朗绝不坐视","最近，中东地区再度陷入混乱，源于巴以冲突的升级。美国海军迅速做出反应，在中东地区部署了两支强大的航空母舰打击群编队，分别是CVN78福特号航空母舰和CVN69艾森豪威尔号航空母舰打击群编队。这一举动直接对准伊朗，显示出美以在巴以冲突中的坚定立场。


目前，福特号航空母舰在地中海进行布防，而艾森豪威尔号航空母舰则在红海水域战斗部署。另外，美国海军还有一艘两栖攻击舰在阿曼湾执行任务。这一布局表明，美国与以色列对伊朗在巴以冲突中的行动持明确立场，绝不允许伊朗直接介入，形成了对伊朗的强硬姿态。
巴以冲突在11月24日达成了临时停火，这是自10月7日冲突爆发以来的首次。然而，在停火期间，以色列国防军依然展现了锋芒。根据叙利亚媒体报道，以色列空军于11月26日发动空袭，目标是位于叙利亚首都大马士革的国际机场。在以色列的精确制导炸弹的打击下，大马士革机场被迫停止运行，这是继之前以色列多次打击大马士革机场跑道设施后的又一次猛烈打击。
以色列选择打击叙利亚，是在试图通过打击伊朗在叙利亚支持的什叶派武装，削弱伊朗在该地区的影响力。长期以来，以色列一直通过中东战争牢牢控制着叙利亚的戈兰高地，这使得以色列空军得以俯视叙利亚首都大马士革。因此，以色列在戈兰高地的战略地位让他们得以实施对叙利亚目标的精确打击，包括大马士革机场。
以色列的这次空袭被看作是对伊朗的一次明确警告。伊朗在叙利亚部署了众多什叶派武装，这被以色列视为对其国家安全的潜在威胁。此前，以色列摩萨德曾频繁在伊朗境内展开暗杀行动，试图阻止伊朗在高科技领域的发展，特别是在核技术方面的突破。伊朗和以色列一直是敌对关系，因此以色列通过对叙利亚的打击，试图削弱伊朗在该地区的势力。
值得关注的是，此次以色列空袭引发了也门胡塞武装的宣战。也门胡塞武装已经使用巡航导弹和弹道导弹对以色列控制区域进行打击，形成了“你打你的我打我的”局面。以色列在中东的军事行动显示出他们不惧与敌对势力对抗，但同时也引发了来自多个方向的威胁和反击。
总体而言，中东地区的局势越发复杂，各方势力的交锋和对峙愈发剧烈。美国及以色列通过军事行动向伊朗发出警告，而地区内的各种冲突也令整个中东陷入了不确定性和紧张之中。",2023/11/28 7:05,河北,1,wangyi
17,巴以获释者讲述悲喜经历,"


本报记者 刘 明 林泽宇
当地时间26日，哈马斯和以色列分别释放第三批被扣押人员。据《以色列时报》27日报道，以色列已收到第四批也是最后一批哈马斯有意释放的以色列人质名单，目前以方正在对此进行评估。随着人质获释，他们的经历受到外界关注。
以人质：被关在地下隧道中
以色列军方26日晚发表声明称，已接收哈马斯释放的第三批共17名被扣押人员。据美联社报道，过去几天内，哈马斯根据停火协议释放了约60名人质，其中多数人还在医院中。梅拉夫·拉维夫的3名亲戚在上周五被释放，在被囚禁的50天内，拉维夫的表弟和姨妈就各自瘦了约7公斤。拉维夫说，他们待在一个看起来像接待室的房间里，睡在一排排拼在一起的椅子上，有时要等几个小时才能去洗手间。拉维夫的另一名亲戚、78岁的露丝在获释后才得知她的儿子罗伊于10月7日的袭击中遇害，《纽约时报》称，这表明人质的信息相当闭塞。
85岁的人质利普希茨也向美联社描绘了被哈马斯囚禁期间的生活情形。她称自己被关在加沙“蜘蛛网”一般的地下隧道中，人质们得到了不错的待遇以及医疗护理，还有警卫保持环境清洁。她说，人质每天吃一顿奶酪、黄瓜和皮塔饼，并补充说看守也吃同样的食物。
在囚禁期间度过4岁生日的女孩伊丹26日获释受到格外关注，她的父母在巴以冲突中遇害。据路透社26日报道，美国总统拜登当天宣布了这个消息，称“她所经历的一切是难以想象的”。
巴勒斯坦人：喜悦是不完整的
26日晚，一些巴勒斯坦人聚集在约旦河西岸城市拉姆安拉和贝图尼亚，迎接从以色列监狱返回的亲人。在拉姆安拉与家人等待刚满18岁的儿子的马哈吉纳告诉卡塔尔半岛电视台，“上次我探望他时，他很沮丧。他告诉我‘爸爸，我想离开’。”马哈吉纳说，他的儿子被捕时年仅16岁。17岁弟弟被捕的阿拉尔对半岛电视台表示，弟弟的案件因为冲突的原因暂停审判，“我们很高兴，但心情也很复杂，由于加沙发生的事情，我们的喜悦是不完整的。”
据英国广播公司（BBC）报道，玛拉·贝克尔是一名被释放的巴勒斯坦人质，她表示自己被单独监禁，“不知道外面发生了什么，也不知道加沙的局势”。伊曼·巴尔古蒂在贝图尼亚欢迎她的嫂子哈南回家。她告诉记者，出于对丧生、受伤和流离失所的巴勒斯坦人的尊重，他们不会公开庆祝家人的回归。也有人难以抑制获释的喜悦，BBC称，一些获释人质在跳舞，其中一人裹着巴勒斯坦国旗。“人群聚集在获释人质周围，人质的幸福时刻也是巴勒斯坦人的胜利时刻。”报道称。
爱尔兰遭以色列抗议
爱尔兰、以色列双重国籍的9岁女孩艾米莉·汉德25日被释放还引发了一段外交插曲。据美国有线电视新闻网（CNN）报道，得知汉德被释放的消息后，爱尔兰总理瓦拉德卡在社交平台X上写道：“今天对于艾米莉·汉德和她的家人来说，意味着巨大的喜悦和宽慰。一名失踪的无辜儿童现已被找到并且归来。我们真是大大松了一口气，我们的祈祷也得到了回应。”
以色列总统赫尔佐格在接受CNN采访时抨击这一言论。他说，“不，先生。她不是失踪。她是被二战以来人类所见过的最恶劣的恐怖分子绑架的。”据美国“政治新闻网”欧洲版报道，以色列外长科恩还在社交平台X上回击瓦拉德卡称：“看来你已经失去了道德指南针。”26日，他表示将召见爱尔兰驻以色列大使，进行正式谴责。▲",2023/11/28 7:13,北京,1,wangyi
18,以色列成为众矢之的！巴以冲突的临时停火，巴以冲突面临重大转折,"文︱关品方
巴以临时停火四天，互相交换人质，这是一个重大转折。中国近日将在联合国主持安全理事会巴以冲突高级别会议。因为中国现在是安理会轮值主席国，主持这个会议正合其时，希望能够取得积极进展，以两国方案作为基础，从根本上解决巴以之间长期存在的冲突。据说王毅部长将会亲自出席主持。



事实上，巴以冲突的背后隐藏复杂的地缘政治因素，包括中东地区的权力平衡和美国明里暗里对以色列的纵容和支持。最近有传闻以色列总理内塔尼亚胡正承受极大压力，要求他下台的呼声已有所闻，反映以色列内部正在酝酿突变。
自从巴以冲突10月初爆发以来，以色列采取报复式扫荡的极端做法，遭到全世界大多数酷爱和平坚持正义的人们齐声反对。以色列对加沙地带进行地面碾压，发布“百万居民撤离令”，对加沙地带实行断水断粮断电断通信断医药的五断政策。
以色列政权好战一方，以内塔尼亚胡为代表，把冲突升级为地面战，详细披露地面行动战术细节，不难看出其目的是要全占约旦河西岸，攻陷加沙地带，甚至意图驱离全部巴勒斯坦人民。以色列的凌厉攻势和极端措施，造成人道主义危机和公共卫生危机，双方交战以来，已经有超过一万名巴勒斯坦人死亡，其中包括大约4300名儿童和大约2800名妇女，哈马斯军人只有大约1900人。全世界对以军无差别残杀妇幼深恶痛绝。以军早前更袭击加沙地带希法医院，完全违反国际公认的战争法，导致加沙地带人道灾难，哀鸿遍野，触目惊心。
以色列在加沙地带犯下的战争暴行，引发不少国家和国际组织群起反对。据传，国际刑事法院已收到南非，孟加拉，玻利维亚，科摩罗，土耳其和吉布提等国家的呈请，要求调查巴勒斯坦当前局势和以色列对巴勒斯坦涉嫌犯下战争罪。以色列成为众矢之的，巴以冲突的临时停火，阿拉伯国家和伊斯兰联盟的联手表态，预示巴以冲突已到了转折关头。今后事态怎样发展，还要看以色列内部形势演化，美国怎样调整立场，和国际形势进展。目前方向不明，难以整理出一个清晰的头绪。临时停火结束后，战事延续下去的机率不低。",2023/11/28 9:56,江苏,1,wangyi
19,"本轮巴以冲突, 以色列军队为何遭受惨重损失!","以色列国防军陆军，被誉为中东第一陆军，在2023年10月7日展开了对哈马斯的军事行动，战火至今已经超过一个月，双方都遭受了沉重的代价。尽管哈马斯的伤亡数字尚未公开，但以色列的空袭导致加沙地带巴勒斯坦人死亡人数已经超过1.3万人。截至11月13日，以军阵亡人数据官方数据显示已达371人，估算受伤人员约1100人，整体伤亡达1500人左右，这对于以色列来说无疑是一个沉重的打击。


值得深入探讨的是，为何以色列在这场冲突中付出如此巨大的代价？一方面，以军的装备受到了重大损失，特别是坦克装甲车损失高达130辆。内塔尼亚胡总理除了面临人员伤亡的困境，还要面对军队装备的损失。然而，我们需要更深入地探讨背后的原因。
在这场冲突中，以色列的情报机构，尤其是摩萨德，显然未能充分发挥应有的作用。摩萨德过去在中东战争中的获胜与以色列的成功紧密相关，但在这次冲突中却表现得相对疲软。哈马斯的进攻计划，兵力规模，战术手段，甚至作战人员的动向，摩萨德似乎都没有准确的情报。这使得哈马斯在开战初期取得了意想不到的战果，对以色列国防军构成了严重威胁。
有趣的是，摩萨德似乎未能及时适应哈马斯改变的作战方式。哈马斯弃用传统通讯手段，采用更为隐秘的方式传递作战信息，这对以色列的情报收集构成了极大挑战。这种失误使得以军在城市巷战中失去了先机，给哈马斯以喘息之机，这与以色列之前针对阿拉伯国家正规军的训练和期望相去甚远。
另一个值得关注的问题是以色列军队的训练与实战之间的脱节。以色列国防军在训练中一直以打败阿拉伯国家正规军为目标，这在理论上是合理的。然而，在这场巴以战争中，敌人从阿拉伯国家的百万大军变成了哈马斯这样的游击武装，这种差异导致了以军在城市巷战中显得力不从心。
更为严重的问题是以色列国防军在装备、兵力调配上的失误。以军的大规模调动，包括数百辆坦克、F35战斗机等现代化武器，表明以色列在战术上依然采用对付阿拉伯国家正规军的方式。这种不切实际的战术部署让以军在面对哈马斯这种灵活机动的游击队时束手无策，导致了不必要的损失。
在火力对比上，以色列军队的过度重视正规军的装备和兵力规模，使得他们忽略了哈马斯等非正规武装的特殊性。哈马斯采取的灵活战术，包括单兵携带反坦克导弹、城市巷战等，与以军之前的期望和准备相去甚远。这使得以色列在巴勒斯坦地区的作战中显得笨拙且损失惨重。
总体来看，以色列在这次冲突中付出的代价远远超出了预期，背后涉及到情报失误、战术过时、训练不足等多方面原因。这次战争的教训对以色列国防军而言是沉痛的，也为国际军事界提供了宝贵的经验。未来，以色列需对其军队的训练和准备进行全面反思，更加灵活应对不同类型的威胁，以确保国家的安全和稳定。",2023/11/28 14:00,河北,1,wangyi
20,巴以冲突谁才是巴勒斯坦的扛把子!,"巴以冲突已过50多天，目前处于巴以双方短暂停火几天，有分析称巴以双方短暂停火或会延长到更长时间的停火，不管怎么说了，冲突对双方百姓都是坏事。
巴以能够短暂停火离不开巴勒斯坦支持者的努力，离不开全球地缘关系的变化，那么巴以冲突谁才是巴勒斯坦的扛把子呢？
沙特阿拉伯：巴以冲突开始的时候便中断沙、以、美和平协议的签订，主持阿拉伯-伊斯兰国关于巴以问题的讨论以及寻求中国的帮助。沙特虽然支持巴勒斯坦，但是更多是出于同胞之面，碍于阿拉伯老大哥的之位，本心并不想得罪以色列，其中就有也门胡塞武装袭击以色列，沙特均一一拦截。


土耳其：土耳其在本次巴以冲突中，为巴勒斯坦发声很多，如联合国、土耳其国会、对外媒体等；积极支援加沙；与以色列断交，互相召回己方大使。但是土耳其始终不愿意出兵以色列，未能阻止加沙悲剧的上演。
卡塔尔：收留哈马斯主要领导人，为巴以和谈提供场所，曾在巴以冲突发生之时，威胁称要停止对西方天燃气的供应，积极参加支援加沙。遗憾的是卡塔尔未能真的停止对西方供给天燃气。
伊朗：有传闻称，本次巴以冲突背后的主使就是伊朗，伊朗为哈马斯提供了人员培训、战备、战术等，同时伊朗也是哈马斯的金主。也算是间接支援了巴勒斯坦解放运动了。其后伊朗否定了这个传闻，伊朗在参加阿拉伯-伊斯兰大会、在联合国大会等积极支持了巴勒斯坦，令人遗憾的时候，伊朗始终不敢为巴勒斯坦出兵加沙。
自从美国航母开到波斯湾口，伊朗的发声日渐声微，很显然，伊朗对美国还是多有顾忌的。
黎巴嫩：巴以冲突开始之后，黎巴嫩真主党便在以色列北部出击，牵制了以色列部分兵力，减缓加沙的压力，至此因以色列的袭击，黎巴嫩境内109人死亡，包括77名真主党人员和14名平民，其中3人是记者。但是黎巴嫩真主党未能大规模袭击以色列北部。黎巴嫩能够顶住压力对以用兵，算是巴勒斯坦的扛把子。
也门：10月以来也门民众上街声援巴勒斯坦，胡塞武装发声谴责以色列，之后胡塞武装多次向以色列发动袭击，但是均被沙特和美国拦截，沙特也未能同意也门借道伐以，也门经济并不景气，所以也门可以做的并不多，但是也门还是找到了对付以色列的办法，那就是在其海域范围拦截所有以色列籍的各类船只，在巴以短暂停火期间，也门胡塞武装表示不参与以色列和哈马斯之间的人道主义停火。也门将继续对以色列持有或经营的船只采取军事行动，直到其停止对加沙的入侵。
也门是真的刚，千方百计支援巴勒斯坦，真是你管你的停火，我管我的进攻，反正就是杠上了！也门算是巴勒斯坦扛把子！
所以自巴以冲突以来，巴勒斯坦的扛把子或只有也门和黎巴嫩。",2023/11/28 14:59,河北,1,wangyi
21,巴以战争，谁能贏到最后？,"

首先，我们需要了解巴以战争的背景。巴勒斯坦和以色列的冲突源于两个民族对同一片土地的争夺。这片土地被称为“圣城耶路撒冷”，对于犹太教、基督教和伊斯兰教来说都具有重要的宗教地位。因此，巴勒斯坦人认为这片土地应该归他们所有，而以色列则认为这里是他们的祖先之地，有权建立国家。这导致了双方在领土、安全和主权等方面的矛盾不断激化，最终演变成为一场持久的战争。
在这场战争中，双方都有过胜利的时刻。例如，1967年的六日战，以色列在短短六天内击败了埃及、约旦和叙利亚等国家的军队，占领了西岸、加沙地带、戈兰高地和西奈半岛等领土。然而，这一胜利并没有解决巴以冲突的根本问题，反而加剧了双方的仇恨。同样，巴勒斯坦也曾多次进行反击，试图通过武力手段实现自己的目标。但迄今为止，这些努力都未能取得实质性的成果。
此外，随着科技的发展和新的威胁的出现，巴以冲突的形势也在发生变化。例如，恐怖主义、网络攻击和生物武器等新型战争手段的出现，使得战争的形式更加复杂和多样化。这无疑给双方带来了新的挑战和压力。
杀敌一千，自损八百。巴以战争最终的结果，谁也讨不到好，如果阿拉伯国家团结起来，共同抗击以色列，那就有他一壶喝的了！",2023/11/29 6:40,广东,1,wangyi
22,巴以冲突持续，船舶改道！运价飙升！,"上周，胡塞武装表示对以色列拥有和红海航道船只的威胁并非空穴来风，该组织开始袭击、劫持与以色列商人有联系的船只。在遭遇一系列袭击事件后，更多与以色列有关联的船只(包括世界第十大班轮公司--以色列航运公司以星(ZIM)运营的船只)正在改道，避开红海绕道非洲之角。
在线货运市场和平台提供商Freightos研究主管Judah Levine表示，胡塞武装袭击扣押与以色列相关船舶后，随着航运公司为躲避袭击而调整航线，不仅运输时间延长而且运价飙升。



周日，全球海事风险管理公司Ambrey报告称，一艘以色列油轮在也门附近遭到袭击。
周六，该组织使用伊朗生产的Shahed-136自杀式无人机袭击了一艘悬挂马耳他国旗的“CMA CGM Symi”轮船。该船由总部位于新加坡的东太平洋航运公司拥有（该公司由以色列富豪控股）。一周前，胡塞武装还劫持了一艘从土耳其驶往印度的日本船只。
这些袭击针对的是部分归以色列人所有的船只，但主要威胁不是以色列航运，而是犹太人与非以色列航运公司之间任何合作关系的可行性。这三起事件都涉及在外国之间运输货物的外国公司和非以色列船员。
Freightos研究主管Judah Levine指出，巴以冲突爆发后，以色列港口与中国之间的货运价格上涨。这已经影响到所有从中国到达以色列并在阿什杜德港的货物，这些货物的运价在过去几周已经开始上涨，这与亚洲和地中海之间贸易的总体趋势有所背离，而同一时期，地中海的实际运价略有下降。”
Freightos的数据显示，10月最后两周从中国到阿什杜德港的集装箱运费上涨了9-14%，比冲突前的水平高出5%。与此同时，亚洲与其他地中海国家之间的价格在10月最后两周下跌了7%，自10月7日以来已下跌了8%。
Judah Levine表示，自冲突以来，以色列港口的海上交通没有明显变化，但由于港口人力短缺和遭遇火箭弹袭击造成的延误比平时更大。例如，MSC称阿什杜德港出现拥堵，长荣海运将船舶改道至海法。
Levine指出以色列和亚洲之间的贸易开始受到打击。例如，Ungar的Ray Shipping航运公司的其他船只为了躲避袭击，避开了阿拉伯半岛和非洲之间的曼德海峡。该公司的“Glovis Star”在前往中国的途中通过苏伊士运河进入红海，但在“Galaxy Leader”号遇袭后掉头，重新进入运河，并于周一停泊在那里。
同一舰队的另一艘汽车运输船“Hermes Leader ”号，在袭击发生时靠近也门海岸并向北掉头返回红海。根据伦敦劳氏日报的消息，自劫持事件发生以来至少有两艘与以色列有关的船只被迫改变航线。
Levine表示，由于目前的情况，几艘与以色列有联系的船只不是通过红海而是被迫绕过或计划绕过非洲，该航线会使航行时间延长两周，而且大大增加了成本。然而，受影响的不仅是与以色列有联系的船只。有些与以色列没有联系的船只在从亚洲到美国和加拿大的途中通常会穿越苏伊士运河，他们也在考虑绕过非洲。这将使他们的航程更长，但值得注意的是，由于油轮供应过剩和苏伊士运河的拥堵，这其中许多船只在前往北美的途中绕过好望角。
Judah Levine补充称：“以色列或部分以色列船舶正加强安保团队，这增加了成本。ZIM甚至宣布，每个集装箱的运价提高100美元以上。可以推测，这一举措已经导致国际航线上驶往以色列港口的集装箱的运价上涨。”
根据Levine的说法，航运公司已经习惯了海盗行为，尤其是胡塞武装的海上袭击。此前，他们导弹已经袭击过与以色列、美国或沙特有联系的船只。但是，试图避开也门海岸曼德海峡的努力注定会失败，因为胡塞武装拥有先进的海上能力，包括直升机舰队和海军突击队。联合国在该地区打击海盗的国际部队不会介入此事，因为这是一个政治冲突问题。
以星航运27日宣布，由于阿拉伯海和红海的全球贸易安全运输受到威胁，该公司正在实施临时主动措施，通过改变部分船舶航线来确保其船员、船舶和客户货物的安全。
以色列航运公司表示，由于这些措施，预计以色列航运公司相关服务的运输时间将更长，尽管正在尽一切努力尽量减少中断。以星重申其“继续致力于为东地中海和以色列港口服务。进出这些港口的运营将严格遵守安全协议，这对维护所有利益相关者的利益至关重要。”
在以色列船只最近在红海和阿拉伯海遭到袭击后，以星航运管理层与以色列高级国防官员进行了深入磋商，才做出了上述决定。
“由于这些措施，预计以星相关服务的过境时间会更长。”以星承认，大量船只需要通过好望角过境。包括“Ray Car Carriers”被劫持在内的其他与以色列有联系的公司也改道，自Galaxy Leader被劫持以来，保险费飙升了200%以上。
以星没有透露“更长的运输时间”的细节，但其他国际航运公司表示，更长的航线可能会使航行时间增加18天。此举的意义在于，从中国、日本和韩国运往以色列的车辆改道后，从东亚运往以色列的时间将增加一倍。
汽车行业的消息人士估计，12月将有8000至1.2万辆汽车从东亚运抵以色列，其中大部分是电动汽车。这些车大部分是由ZIM和NYK运输的。日本航运公司日本邮船(NYK)的一艘从以色列船东租用的船只已在也门海岸被劫持，该公司已将驶向该地区的船只遣返。
国际航运媒体报道称，原计划经由苏伊士运河向东航行的“以星欧洲”号集装箱船已改道绕行南非好望角，行程增加了数千公里。航运业消息人士称，改道将大大增加航运成本，保险公司收取的“战争保费”也将大幅上升。所有这些都将使2024年第一季度从东亚进口的汽车价格上涨数百美元。
以色列意识到船只偏离其危险的海岸线对其供应链构成风险，因此表示将赔偿因与哈马斯持续冲突而在其水域受损的任何船只。",2023/11/29 9:16,辽宁,1,wangyi
23,本轮巴以冲突宣布结束,"


自上周以色列与哈马斯宣布暂停交火以后，本应在昨日结束的暂停交火，再次被巴以双方宣布延续两天，其实明眼人已经看出来，双方都已经不想再打了，那么现在只是需要一个台阶而已，随着暂停交互的一再延续，最终的结果也必然会走向全面停火。
从哈马斯的角度来说，本轮巴以冲突已经达到了他们的目的，他们成功越过以色列隔离墙，攻入了以色列境内军营，杀死和俘虏了1千多名的以色列军民。这是自除以色列建国的第一次中东战争以来，以色列遭遇到最大的本土损失。哈马斯已经成功向世人宣布他们的强大存在，同时向周边被以色列打成鹌鹑的穆斯林诸国，特别是向有意跟犹太人恢复正常关系的沙特等宣告，以色列并不是不可战胜的。
那么接下来哈马斯需要做的唯一一件事就是，如果保全自己的有生力量，并且有体面的结束这次冲突，缓积力量，等待发起下一次有力的进攻。
从以色列角度来说，这场冲突开始就吃了个大鳖，但是这只死苍蝇，以色列不得不自己咽下去。因为这主要归因于以色列曾经赫赫有名的萨摩耶情报组织。在加沙，就在萨摩耶的眼皮子底下，哈马斯聚集数千之众，发起这样的攻击，情报组织居然完全没有反应。萨摩耶这会丢脸丢到姥姥家了。
而随着以色列进攻加沙，哈马斯成员大多却都藏在加沙延绵数百公里的地道里，以色列实际对哈马斯取得战果非常有限，反而进入巷战以后，自己的坦克战争频频被神出鬼没的哈马斯打爆，据不可靠消息透露，以色列进入加沙以后，以损失超过300多辆各种战车。
而国际上的舆论压力越来越大，特别是随着加沙进攻的展开，已经导致1万多巴勒斯坦平民死亡，其中包含6000多儿童。哈马斯非常擅用舆论战，利用TikTok，以色列用坦克推土车推倒民房的残暴画面，巴勒斯坦儿童一个个倒下的血淋淋画面几乎是以实况直播的形式展现出来，全世界各地的民众的同情心都被引导出来了，发起了一场又一场反以色列支持巴勒斯坦的游行。
此外财政的压力，以色列内部对战争升级的倾轧，这些都使得以色列政府不得不找一个比较体面的方式，结束本次冲突。",2023/11/29 9:39,广东,1,wangyi
24,卡塔尔埃米尔会见德国总统 讨论巴以问题, 财联社11月29日电，卡塔尔埃米尔（国家元首）塔米姆当地时间11月29日在首都多哈与来访的德国总统施泰因迈尔举行会谈，双方重点就巴以局势进行了讨论。塔米姆表示，必须在加沙地带实现永久停火、保护平民、提供更多人道主义援助，并寻找到实现“两国方案”的现实路径。双方一致强调，有必要恢复全面的中东和平进程，确保建立一个独立的巴勒斯坦国。,2023/11/29 22:31,上海,1,wangyi
25,"巴以冲突加剧, 美国能援助以色列什么!","据防务新闻网站2023年10月12日报道，在哈马斯开展“阿克萨洪水”行动几小时后，美国就开始向中东地区派兵以支援以色列。美军的航母打击群也在短时间从诺福克出发前往中东海域，特种部队也在协助以色列进行情报工作，第一批弹药也运抵以色列。美国能给以色列提供什么援助？


制导弹药 陆基装备的“铁穹”防空系统，以色列在此之前已装备10套，并拦截了哈马斯向以色列开始进攻当天发射的5 000多枚火箭弹的大部分。美国陆军目前已装备两套。
虽然“铁穹”是以色列拉斐尔公司的产品，但在美国境内的生产商是雷锡恩公司。美国要求美国国防公司加快以色列已经在账面上的武器订单，其中最主要的是以色列铁穹防空系统的弹药。
海基装备就是美军在中东部署的“宙斯盾”驱逐舰。据航空时代网站2023年10月20日报道，在红海北部部署的美海军“卡尼”号驱逐舰，拦截了从也门西部发射的3枚巡航导弹和几架无人机。五角大楼表示，虽然无法确定这些导弹和无人机的目标是什么，但因为导弹和无人机是从也门发射的，沿红海向北飞，可能指向以色列境内，故摧毁。
美国向以色列提供的弹药中，机载弹药主要有小直径炸弹和JDAM制导套件。除制导弹药，美军还向以色列交付了一批155毫米无制导炮弹。
航母编队 美军目前已在中东集结了“福特”号和“艾森豪威尔”号核动力航母编队。航母可以作为指挥和控制中心，可以发射E-2预警机可以执行侦察、识别目标，F/A-18E/F战斗机可以执行拦截和攻击目标，舰载直升机可以运输物资或转移伤员。航母编队舰艇的医疗设备可以执行人道主义任务。“艾森豪威尔”号已经计划定期轮换部署到地中海，而“福特”号的计划部署即将结束，但拜登政府目前已决定将两艘航母都部署在那里。
陆基航空兵 据防务日志网站2023年10月13日报道，美国空军已向中东派遣了第345战斗机中队及其A-10“疣猪”攻击机。
据防务日志网站2023年10月17日报道，美国空军第494战斗机中队的F-15E“攻击鹰”战斗机从英国莱肯西斯起飞，10月16日飞抵中东。美军中央司令部表示，此次部署战机旨在加强威慑，以提升应对突发事件的能力。",2023/11/29 23:44,河北,1,wangyi
26,巴以再“换人” 停火或再延10天,"

■11月29日凌晨，在约旦河西岸城市拉姆安拉，获释的巴勒斯坦人与亲人团聚。 新华社发
■11月29日，在约旦河西岸城市希伯伦南部的一座村庄，一名获释的巴勒斯坦人（上）与亲人团聚。新华社发
据新华社电 以色列军方28日宣布，已接收巴勒斯坦武装组织释放的第五批共12名被扣押人员。巴勒斯坦电视台同日报道说，以色列当晚释放了30名被关押的巴勒斯坦人。
以军方28日晚发表声明说，12名获释的被扣押人员已经抵达以色列。他们由以军方和情报部门人员陪同，经过初步身体检查后将与家人团聚。另据以色列媒体报道，被释放人员包括10名以色列人和2名泰国人。
据巴勒斯坦电视台28日报道，以色列当晚释放了30名被关押的巴勒斯坦人，这些人已乘大巴离开位于约旦河西岸的奥弗监狱。巴勒斯坦被关押者事务委员会提供给记者的名单显示，被释放人员包括15名未成年人和15名妇女。
卡塔尔外交部发言人安萨里当天早些时候发表声明说，巴勒斯坦武装组织释放的第五批被扣押人员已移交红十字国际委员会，以色列也将释放30名被关押的巴勒斯坦人。
以色列《新消息报》28日援引一名政府官员的话说，以色列考虑将与巴勒斯坦伊斯兰抵抗运动（哈马斯）的短期停火协议延长10天以上。以国家安全部长本－格维尔当天晚些时候回应说，如果以色列与哈马斯停火，他领导的政党将退出政府。
以色列和哈马斯在加沙地带的停火协议于当地时间24日上午7时正式生效。根据协议，加沙地带停火4天，巴勒斯坦武装组织和以色列将停止“所有军事行动”。卡塔尔外交部27日发表声明说，哈马斯与以色列已同意将加沙地带人道主义停火期限延长两天。在前4天停火期间，哈马斯和以色列已分别释放4批被扣押人员。
【相关】
哈马斯邀请马斯克访问加沙地带
据新华社电 巴勒斯坦伊斯兰抵抗运动（哈马斯）一名高级官员28日邀请美国硅谷企业家埃隆·马斯克在访问以色列后也到加沙地带看看，亲眼目睹以色列轰炸给当地造成的破坏。
据路透社报道，哈马斯高级官员乌萨马·哈姆丹在黎巴嫩首都贝鲁特举行的一场新闻发布会上邀请马斯克访问加沙地带，“依照客观和可信标准，来看看（以色列）对加沙人民犯下的杀戮和破坏罪行”。
马斯克27日访问以色列，与以方就允许加沙地带使用其名下企业的“星链”卫星互联网通信服务达成“原则性共识”。以总理内塔尼亚胡当天与马斯克一同造访10月初遭哈马斯突袭的一家集体农场。
哈姆丹说，以色列在50天内向“手无寸铁的加沙民众的住宅投掷超过4万吨炸弹”。他呼吁国际社会向加沙地带迅速派遣专业民防团队，帮助挖掘困在废墟下的民众。哈姆丹同时呼吁美国重新审视与以色列的关系，“停止向以方提供武器”。巴勒斯坦外交部数据显示，加沙地带目前有数千人被困在废墟下。
哈马斯10月7日自加沙地带突袭以色列境内军民目标，以方称造成大约1200人死亡。以色列随后宣布进入战争状态，对加沙地带发起军事行动。巴勒斯坦卫生部门官员本月27日表示，以军行动已造成至少1.6万人死亡，其中多数是妇女儿童。",2023/11/30 1:14,广东,1,wangyi
